Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Oracle Linux Server 9.4")

CPU model: Intel(R) Xeon(R) CPU E5-2660 v4 @ 2.00GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 28 physical cores, 28 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3597.446784014
SoftMemLimit  16
NumericFocus  1
Threads  1

Academic license 2690100 - for non-commercial use only - registered to ju___@uclm.es
Optimize a model with 8667 rows, 2074 columns and 32620 nonzeros
Model fingerprint: 0xefd6605d
Variable types: 48 continuous, 2026 integer (2026 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+13]
  Objective range  [1e+09, 5e+09]
  Bounds range     [2e+03, 1e+04]
  RHS range        [1e+00, 2e+14]
Warning: Model contains large matrix coefficient range
Warning: Model contains large objective coefficients
Warning: Model contains large rhs
Found heuristic solution: objective -0.0000000
Presolve removed 1421 rows and 1 columns
Presolve time: 0.14s
Presolved: 7246 rows, 2073 columns, 26279 nonzeros
Variable types: 48 continuous, 2025 integer (2025 binary)

Root relaxation: objective 6.837596e+10, 639 iterations, 0.03 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
  5707  1299 6.8376e+10   73   69 6.3852e+10 6.8376e+10  7.09%  42.1  120s
  5890  1313 6.8376e+10   74   57 6.3852e+10 6.8376e+10  7.09%  42.1  125s
  6229  1313 6.8376e+10   82   69 6.3852e+10 6.8376e+10  7.09%  41.8  130s
  6551  1304 6.8376e+10   79   48 6.3852e+10 6.8376e+10  7.09%  41.5  135s
  6821  1300 6.8376e+10   74   64 6.3852e+10 6.8376e+10  7.09%  41.7  140s
  7173  1355 6.8376e+10   69   58 6.3852e+10 6.8376e+10  7.09%  41.4  145s
  7392  1347 6.8376e+10   70   52 6.3852e+10 6.8376e+10  7.09%  41.4  150s
  7718  1466 6.5496e+10   91   37 6.3852e+10 6.8376e+10  7.09%  40.5  155s
  8193  1526 6.8376e+10   72   49 6.3852e+10 6.8376e+10  7.09%  40.0  160s
  8428  1513 6.8376e+10   69   52 6.3852e+10 6.8376e+10  7.09%  39.8  165s
  8710  1504 infeasible   65      6.3852e+10 6.8376e+10  7.09%  40.0  170s
  9114  1606 6.8141e+10   91   46 6.3852e+10 6.8376e+10  7.09%  39.6  175s
  9393  1634 6.8376e+10   71   64 6.3852e+10 6.8376e+10  7.09%  40.0  180s
  9934  1763 6.8376e+10   91   56 6.3852e+10 6.8376e+10  7.09%  39.3  185s
 10211  1744 6.8376e+10   74  196 6.3852e+10 6.8376e+10  7.09%  38.8  190s
 10225  1754 6.8376e+10   68    6 6.3852e+10 6.8376e+10  7.09%  38.7  197s
 10305  1781 6.8376e+10   46  109 6.3852e+10 6.8376e+10  7.09%  39.7  200s
 10499  1741 6.8376e+10   66   81 6.3852e+10 6.8376e+10  7.09%  39.5  205s
 10756  1675 6.8376e+10   81   51 6.3852e+10 6.8376e+10  7.09%  39.3  210s
 10816  1696 6.8376e+10   63   94 6.3852e+10 6.8376e+10  7.09%  39.7  215s
 10966  1677 6.8376e+10   99   88 6.3852e+10 6.8376e+10  7.09%  39.5  220s
 11121  1622 6.8376e+10   95   76 6.3852e+10 6.8376e+10  7.09%  39.2  225s
 11280  1622 6.8376e+10   70   54 6.3852e+10 6.8376e+10  7.09%  39.1  230s
 11508  1626 6.8376e+10   96   40 6.3852e+10 6.8376e+10  7.09%  38.9  235s
 12109  1446 6.7641e+10  101   41 6.3852e+10 6.8376e+10  7.09%  38.2  240s
 12749  1206 6.8376e+10   86   96 6.3852e+10 6.8376e+10  7.09%  37.9  245s
 13037  1164 6.8376e+10   79   54 6.3852e+10 6.8376e+10  7.09%  37.8  250s
 13272  1215 6.8376e+10   68   86 6.3852e+10 6.8376e+10  7.09%  37.8  259s
 13273  1216 6.8376e+10   69   84 6.3852e+10 6.8376e+10  7.09%  37.8  260s
 13415  1244 6.4581e+10   76   54 6.3852e+10 6.8376e+10  7.09%  37.8  265s
 13641  1276 6.8376e+10   75   74 6.3852e+10 6.8376e+10  7.09%  38.0  270s
 13830  1296 6.4581e+10   79   54 6.3852e+10 6.8376e+10  7.09%  38.1  275s
 14168  1367 6.8376e+10   70   59 6.3852e+10 6.8376e+10  7.09%  37.9  280s
 14360  1378 infeasible   66      6.3852e+10 6.8376e+10  7.09%  38.2  285s
 14577  1366 6.8376e+10   60  141 6.3852e+10 6.8376e+10  7.09%  38.3  290s
 14806  1306 6.8376e+10   65   79 6.3852e+10 6.8376e+10  7.09%  38.6  295s
 15062  1218 infeasible   69      6.3852e+10 6.8376e+10  7.09%  38.8  300s
 15280  1146 6.8376e+10   68  148 6.3852e+10 6.8376e+10  7.09%  39.2  305s
 15303  1133 infeasible   65      6.3852e+10 6.8376e+10  7.09%  39.2  327s
 15417  1096 6.8376e+10   65   84 6.3852e+10 6.8376e+10  7.09%  39.4  330s
 15625  1068 6.8376e+10   66   86 6.3852e+10 6.8376e+10  7.09%  39.6  335s
 15850  1064 infeasible   65      6.3852e+10 6.8376e+10  7.09%  39.9  340s
 15996  1074 6.8376e+10   72   94 6.3852e+10 6.8376e+10  7.09%  40.1  345s
 16366  1111 6.8376e+10   73  100 6.3852e+10 6.8376e+10  7.09%  40.0  350s
 16552  1141 6.4581e+10   66   81 6.3852e+10 6.8376e+10  7.09%  40.1  355s
 16785  1205 6.8376e+10   62  115 6.3852e+10 6.8376e+10  7.09%  40.3  360s
 16970  1323 6.8376e+10   74   44 6.3852e+10 6.8376e+10  7.09%  40.5  365s
 17181  1423 6.5496e+10   94   24 6.3852e+10 6.8376e+10  7.09%  40.6  370s
 17380  1567 6.5496e+10  112   14 6.3852e+10 6.8376e+10  7.09%  40.6  375s
 17692  1760 6.4581e+10   70   50 6.3852e+10 6.8376e+10  7.09%  40.4  380s
 17755  1800 6.5496e+10   74   58 6.3852e+10 6.8376e+10  7.09%  40.5  385s
 18014  1869 6.8376e+10   95   53 6.3852e+10 6.8376e+10  7.09%  40.4  390s
 18315  1978 6.8376e+10   55  162 6.3852e+10 6.8376e+10  7.09%  40.4  395s
 18508  2105 6.5496e+10   74   48 6.3852e+10 6.8376e+10  7.09%  40.4  400s
 18600  2143 6.8376e+10   61   75 6.3852e+10 6.8376e+10  7.09%  40.3  405s
 18926  2226 6.8376e+10   63   96 6.3852e+10 6.8376e+10  7.09%  40.1  410s
 19141  2177 infeasible   75      6.3852e+10 6.8376e+10  7.09%  40.0  415s
 19443  2175 6.8376e+10   72  105 6.3852e+10 6.8376e+10  7.09%  39.9  420s
 19656  2173 infeasible   72      6.3852e+10 6.8376e+10  7.09%  39.8  425s
 19940  2174 infeasible   65      6.3852e+10 6.8376e+10  7.09%  39.8  430s
 20131  2170 6.8376e+10   68  139 6.3852e+10 6.8376e+10  7.09%  39.9  435s
 20373  2166 6.8376e+10   64  103 6.3852e+10 6.8376e+10  7.09%  40.2  440s
 20467  2164 6.8376e+10   65   93 6.3852e+10 6.8376e+10  7.09%  40.2  446s
 20557  2166 6.8376e+10   63   58 6.3852e+10 6.8376e+10  7.09%  40.2  450s
 20776  2148 6.8376e+10   56  103 6.3852e+10 6.8376e+10  7.09%  40.4  455s
 20979  2156 6.8376e+10   67  108 6.3852e+10 6.8376e+10  7.09%  40.3  460s
 21256  2154 infeasible   66      6.3852e+10 6.8376e+10  7.09%  40.2  465s
 21481  2156 6.8376e+10   65  120 6.3852e+10 6.8376e+10  7.09%  40.2  470s
 21710  2155 6.8376e+10   65  110 6.3852e+10 6.8376e+10  7.09%  40.2  476s
 21876  2147 infeasible   66      6.3852e+10 6.8376e+10  7.09%  40.2  480s
 22106  2150 6.8376e+10   62  115 6.3852e+10 6.8376e+10  7.09%  40.4  485s
 22324  2149 6.8376e+10   66  119 6.3852e+10 6.8376e+10  7.09%  40.5  490s
 22514  2144 6.8376e+10   63   93 6.3852e+10 6.8376e+10  7.09%  40.5  495s
 22751  2163 6.8376e+10   66   81 6.3852e+10 6.8376e+10  7.09%  40.4  500s
 22973  2157 6.8376e+10   64   94 6.3852e+10 6.8376e+10  7.09%  40.4  505s
 23209  2160 infeasible   67      6.3852e+10 6.8376e+10  7.09%  40.3  510s
 23470  2169 6.8376e+10   66   84 6.3852e+10 6.8376e+10  7.09%  40.3  515s
 23722  2152 6.8376e+10   63  117 6.3852e+10 6.8376e+10  7.09%  40.2  520s
 23982  2157 6.8376e+10   62   72 6.3852e+10 6.8376e+10  7.09%  40.1  525s
 24157  2151 6.8376e+10   60   98 6.3852e+10 6.8376e+10  7.09%  40.0  531s
 24288  2160 6.8376e+10   63  112 6.3852e+10 6.8376e+10  7.09%  39.9  535s
 24536  2148 infeasible   64      6.3852e+10 6.8376e+10  7.09%  39.8  540s
 24823  2147 6.8376e+10   63   72 6.3852e+10 6.8376e+10  7.09%  39.6  545s
 25090  2146 6.8376e+10   58   97 6.3852e+10 6.8376e+10  7.09%  39.4  550s
 25322  2145 infeasible   63      6.3852e+10 6.8376e+10  7.09%  39.4  555s
 25590  2162 6.8376e+10   68   84 6.3852e+10 6.8376e+10  7.09%  39.2  560s
 25808  2165 6.8376e+10   67  100 6.3852e+10 6.8376e+10  7.09%  39.1  565s
 26112  2162 6.8376e+10   70   91 6.3852e+10 6.8376e+10  7.09%  38.9  570s
 26344  2159 6.8376e+10   65   73 6.3852e+10 6.8376e+10  7.09%  38.8  576s
 26554  2160 infeasible   73      6.3852e+10 6.8376e+10  7.09%  38.8  580s
 26828  2156 6.8376e+10   65   98 6.3852e+10 6.8376e+10  7.09%  38.8  585s
 26928  2153 6.8376e+10   68   72 6.3852e+10 6.8376e+10  7.09%  38.8  590s
 27114  2153 6.8376e+10   67  108 6.3852e+10 6.8376e+10  7.09%  38.8  595s
 27349  2142 infeasible   62      6.3852e+10 6.8376e+10  7.09%  38.7  600s
 27552  2163 6.8376e+10   63   72 6.3852e+10 6.8376e+10  7.09%  38.6  605s
 27861  2164 infeasible   63      6.3852e+10 6.8376e+10  7.09%  38.4  610s
 28125  2167 6.8376e+10   70  145 6.3852e+10 6.8376e+10  7.09%  38.4  615s
 28362  2158 6.8376e+10   64   86 6.3852e+10 6.8376e+10  7.09%  38.4  620s
 28453  2163 6.8376e+10   61   87 6.3852e+10 6.8376e+10  7.09%  38.3  626s
 28576  2167 6.8376e+10   64   94 6.3852e+10 6.8376e+10  7.09%  38.3  630s
 28839  2157 infeasible   67      6.3852e+10 6.8376e+10  7.09%  38.2  635s
 29058  2159 6.8376e+10   70  100 6.3852e+10 6.8376e+10  7.09%  38.2  640s
 29319  2158 6.8376e+10   64   98 6.3852e+10 6.8376e+10  7.09%  38.2  645s
 29548  2156 infeasible   62      6.3852e+10 6.8376e+10  7.09%  38.2  650s
 29776  2151 6.8376e+10   70   93 6.3852e+10 6.8376e+10  7.09%  38.1  655s
 30034  2148 6.8376e+10   66   72 6.3852e+10 6.8376e+10  7.09%  38.1  660s
 30261  2146 infeasible   68      6.3852e+10 6.8376e+10  7.09%  38.1  665s
 30503  2149 6.8376e+10   68   93 6.3852e+10 6.8376e+10  7.09%  38.1  670s
 30716  2151 infeasible   72      6.3852e+10 6.8376e+10  7.09%  38.0  675s
 30957  2147 6.8376e+10   68   68 6.3852e+10 6.8376e+10  7.09%  38.0  680s
 31174  2147 6.8376e+10   57   97 6.3852e+10 6.8376e+10  7.09%  38.0  685s
 31426  2150 6.8376e+10   67   65 6.3852e+10 6.8376e+10  7.09%  37.9  690s
 31655  2141 infeasible   68      6.3852e+10 6.8376e+10  7.09%  37.9  695s
 31748  2142 6.8376e+10   65   86 6.3852e+10 6.8376e+10  7.09%  37.9  700s
 32000  2162 6.8376e+10   54   82 6.3852e+10 6.8376e+10  7.09%  37.8  706s
 32185  2179 6.8376e+10   61   80 6.3852e+10 6.8376e+10  7.09%  37.7  710s
 32470  2167 6.8376e+10   58   59 6.3852e+10 6.8376e+10  7.09%  37.6  715s
 32687  2163 6.8376e+10   63   85 6.3852e+10 6.8376e+10  7.09%  37.5  720s
 33001  2164 infeasible   64      6.3852e+10 6.8376e+10  7.09%  37.3  725s
 33261  2172 6.8376e+10   65   78 6.3852e+10 6.8376e+10  7.09%  37.2  730s
 33536  2155 6.8376e+10   52   99 6.3852e+10 6.8376e+10  7.09%  37.1  735s
 33807  2160 6.8376e+10   60   64 6.3852e+10 6.8376e+10  7.09%  37.1  741s
 33945  2159 infeasible   60      6.3852e+10 6.8376e+10  7.09%  37.0  745s
 34212  2162 6.8376e+10   60  113 6.3852e+10 6.8376e+10  7.09%  36.9  754s
 34243  2158 6.8376e+10   58  100 6.3852e+10 6.8376e+10  7.09%  36.9  755s
 34499  2153 infeasible   64      6.3852e+10 6.8376e+10  7.09%  36.8  760s
 34762  2176 6.8376e+10   86   59 6.3852e+10 6.8376e+10  7.09%  36.8  765s
 35048  2226 6.8376e+10   61  111 6.3852e+10 6.8376e+10  7.09%  36.7  770s
 35207  2276 6.8376e+10   82   75 6.3852e+10 6.8376e+10  7.09%  36.7  775s
 35457  2270 6.8376e+10   79   76 6.3852e+10 6.8376e+10  7.09%  36.7  780s
 35667  2267 6.8376e+10   79   40 6.3852e+10 6.8376e+10  7.09%  36.7  785s
 35854  2266 6.8376e+10   76   95 6.3852e+10 6.8376e+10  7.09%  36.8  790s
 36038  2269 6.8376e+10   77   92 6.3852e+10 6.8376e+10  7.09%  36.7  795s
 36223  2270 6.8376e+10   75   70 6.3852e+10 6.8376e+10  7.09%  36.8  800s
 36395  2260 6.4581e+10   66  132 6.3852e+10 6.8376e+10  7.09%  36.8  805s
 36635  2348 6.4581e+10   74   53 6.3852e+10 6.8376e+10  7.09%  36.8  810s
 36765  2408 6.4581e+10   60   96 6.3852e+10 6.8376e+10  7.09%  36.8  815s
 36952  2414 6.8376e+10   56  113 6.3852e+10 6.8376e+10  7.09%  36.8  820s
 37197  2417 6.8376e+10   57  113 6.3852e+10 6.8376e+10  7.09%  36.7  825s
 37388  2467 6.8376e+10   53   74 6.3852e+10 6.8376e+10  7.09%  36.7  830s
 37690  2569 infeasible   63      6.3852e+10 6.8376e+10  7.09%  36.8  835s
 37922  2611 6.8376e+10   45   82 6.3852e+10 6.8376e+10  7.09%  36.8  840s
 38135  2690 6.8376e+10   89   45 6.3852e+10 6.8376e+10  7.09%  36.7  845s
 38365  2715 6.8376e+10   53   58 6.3852e+10 6.8376e+10  7.09%  36.7  850s
 38640  2828 6.8376e+10   77   73 6.3852e+10 6.8376e+10  7.09%  36.8  855s
 38844  2827 6.8376e+10   60   70 6.3852e+10 6.8376e+10  7.09%  36.7  864s
 38883  2831 6.8376e+10   57   53 6.3852e+10 6.8376e+10  7.09%  36.7  865s
 39129  2841 infeasible   65      6.3852e+10 6.8376e+10  7.09%  36.7  870s
 39301  2912 6.8376e+10   76   62 6.3852e+10 6.8376e+10  7.09%  36.7  875s
 39697  2936 6.8376e+10  101   19 6.3852e+10 6.8376e+10  7.09%  36.6  880s
 40073  2932 6.8376e+10   99   43 6.3852e+10 6.8376e+10  7.09%  36.6  885s
 40338  2921 6.8376e+10   89   43 6.3852e+10 6.8376e+10  7.09%  36.6  890s
 40587  2915 6.8376e+10   87   39 6.3852e+10 6.8376e+10  7.09%  36.6  895s
 40875  2908 6.8376e+10   81   55 6.3852e+10 6.8376e+10  7.09%  36.7  900s
 41041  2921 6.8376e+10   72   42 6.3852e+10 6.8376e+10  7.09%  36.8  905s
 41297  3010 6.4581e+10   83   49 6.3852e+10 6.8376e+10  7.09%  36.8  910s
 41465  3053 6.8376e+10   52   52 6.3852e+10 6.8376e+10  7.09%  37.0  915s
 41681  3110 6.8376e+10   80   45 6.3852e+10 6.8376e+10  7.09%  37.0  920s
 41940  3165 6.8376e+10   64  107 6.3852e+10 6.8376e+10  7.09%  37.0  925s
 42174  3236 infeasible   76      6.3852e+10 6.8376e+10  7.09%  37.0  930s
 42419  3314 6.8376e+10   74   68 6.3852e+10 6.8376e+10  7.09%  36.9  935s
 42518  3306 6.8376e+10   68   62 6.3852e+10 6.8376e+10  7.09%  36.9  940s
 42704  3316 6.8376e+10   75   51 6.3852e+10 6.8376e+10  7.09%  36.8  945s
 42946  3319 6.8376e+10   70   53 6.3852e+10 6.8376e+10  7.09%  36.8  950s
 43242  3322 6.8376e+10   79   58 6.3852e+10 6.8376e+10  7.09%  36.7  956s
 43475  3303 6.8376e+10   70   73 6.3852e+10 6.8376e+10  7.09%  36.7  960s
 43684  3334 6.8376e+10   55   69 6.3852e+10 6.8376e+10  7.09%  36.6  965s
 44010  3379 6.8376e+10   70   86 6.3852e+10 6.8376e+10  7.09%  36.5  970s
 44316  3391 6.8376e+10   62   60 6.3852e+10 6.8376e+10  7.09%  36.4  975s
 44554  3459 6.8376e+10   65   64 6.3852e+10 6.8376e+10  7.09%  36.5  980s
 44752  3554 6.4581e+10   53   80 6.3852e+10 6.8376e+10  7.09%  36.4  985s
 44935  3634 6.8376e+10   72  117 6.3852e+10 6.8376e+10  7.09%  36.6  990s
 45059  3707 6.8376e+10   63  152 6.3852e+10 6.8376e+10  7.09%  36.7  995s
 45247  3832 6.5496e+10   71   93 6.3852e+10 6.8376e+10  7.09%  36.7 1000s
 45345  3885 6.5496e+10   72   62 6.3852e+10 6.8376e+10  7.09%  36.7 1007s
 45428  3912 6.5496e+10   72   63 6.3852e+10 6.8376e+10  7.09%  36.7 1011s
 45550  3958 infeasible   94      6.3852e+10 6.8376e+10  7.09%  36.7 1015s
 45764  4052 6.8376e+10   74   96 6.3852e+10 6.8376e+10  7.09%  36.7 1020s
 46008  4047 6.8376e+10   73   55 6.3852e+10 6.8376e+10  7.09%  36.7 1025s
 46155  4077 6.8376e+10   75   80 6.3852e+10 6.8376e+10  7.09%  36.8 1030s
 46299  4070 infeasible   83      6.3852e+10 6.8376e+10  7.09%  36.9 1035s
 46439  4059 6.8376e+10   84   61 6.3852e+10 6.8376e+10  7.09%  37.0 1040s
 46571  4055 6.8376e+10   77   96 6.3852e+10 6.8376e+10  7.09%  37.1 1045s
 46754  4086 infeasible   80      6.3852e+10 6.8376e+10  7.09%  37.2 1050s
 46942  4075 6.8376e+10   87   78 6.3852e+10 6.8376e+10  7.09%  37.3 1055s
 47217  4101 6.8376e+10   87   62 6.3852e+10 6.8376e+10  7.09%  37.3 1060s
 47430  4069 6.8376e+10   94   55 6.3852e+10 6.8376e+10  7.09%  37.3 1065s
 47604  4045 6.8376e+10   76   80 6.3852e+10 6.8376e+10  7.09%  37.4 1070s
 47743  4066 6.8376e+10   79   99 6.3852e+10 6.8376e+10  7.09%  37.5 1075s
 47930  4054 6.8376e+10   83  100 6.3852e+10 6.8376e+10  7.09%  37.6 1080s
 48082  4044 infeasible   81      6.3852e+10 6.8376e+10  7.09%  37.7 1085s
 48138  4055 6.8376e+10   80  108 6.3852e+10 6.8376e+10  7.09%  37.7 1090s
 48305  4065 6.8376e+10   76   84 6.3852e+10 6.8376e+10  7.09%  37.8 1096s
 48452  4057 infeasible   80      6.3852e+10 6.8376e+10  7.09%  37.9 1100s
 48651  4052 6.8376e+10   78   69 6.3852e+10 6.8376e+10  7.09%  38.0 1105s
 48800  4044 6.8376e+10   79   89 6.3852e+10 6.8376e+10  7.09%  38.1 1110s
 48985  4066 6.8376e+10   81   88 6.3852e+10 6.8376e+10  7.09%  38.2 1115s
 49165  4050 infeasible   90      6.3852e+10 6.8376e+10  7.09%  38.3 1120s
 49306  4067 6.8376e+10   69  125 6.3852e+10 6.8376e+10  7.09%  38.4 1125s
 49568  4100 6.8376e+10   76   41 6.3852e+10 6.8376e+10  7.09%  38.3 1130s
 49719  4091 6.8376e+10   71   91 6.3852e+10 6.8376e+10  7.09%  38.4 1135s
 49936  4097 6.8376e+10   76   49 6.3852e+10 6.8376e+10  7.09%  38.4 1140s
 50143  4080 infeasible   85      6.3852e+10 6.8376e+10  7.09%  38.4 1145s
 50352  4084 6.8376e+10   74   94 6.3852e+10 6.8376e+10  7.09%  38.4 1150s
 50380  4092 6.8376e+10   77   60 6.3852e+10 6.8376e+10  7.09%  38.5 1155s
 50557  4074 6.8376e+10   78   89 6.3852e+10 6.8376e+10  7.09%  38.5 1160s
 50765  4059 infeasible   78      6.3852e+10 6.8376e+10  7.09%  38.5 1165s
 50983  4054 6.8376e+10   71  110 6.3852e+10 6.8376e+10  7.09%  38.5 1170s
 51132  4054 6.8376e+10   78   86 6.3852e+10 6.8376e+10  7.09%  38.5 1175s
 51345  4054 6.8376e+10   75   58 6.3852e+10 6.8376e+10  7.09%  38.5 1180s
 51526  4058 6.8376e+10   75   85 6.3852e+10 6.8376e+10  7.09%  38.6 1185s
 51727  4073 infeasible   80      6.3852e+10 6.8376e+10  7.09%  38.6 1190s
 51920  4052 6.8376e+10   76   75 6.3852e+10 6.8376e+10  7.09%  38.7 1195s
 52115  4037 6.8376e+10   77   90 6.3852e+10 6.8376e+10  7.09%  38.7 1200s
 52277  4053 infeasible   78      6.3852e+10 6.8376e+10  7.09%  38.8 1205s
 52471  4041 6.8376e+10   76   49 6.3852e+10 6.8376e+10  7.09%  38.9 1210s
 52634  4036 infeasible   79      6.3852e+10 6.8376e+10  7.09%  39.0 1215s
 52805  4096 6.5496e+10   69   60 6.3852e+10 6.8376e+10  7.09%  39.0 1220s
 52835  4114 6.5496e+10   88   30 6.3852e+10 6.8376e+10  7.09%  39.0 1225s
 52965  4141 6.8376e+10   84   79 6.3852e+10 6.8376e+10  7.09%  39.0 1230s
 53164  4197 6.8376e+10   71   99 6.3852e+10 6.8376e+10  7.09%  39.1 1235s
 53295  4247 6.8376e+10   73   75 6.3852e+10 6.8376e+10  7.09%  39.2 1240s
 53458  4326 6.8376e+10   73  111 6.3852e+10 6.8376e+10  7.09%  39.3 1245s
 53659  4393 6.8376e+10   72   71 6.3852e+10 6.8376e+10  7.09%  39.4 1250s
 53844  4434 6.8376e+10   66   50 6.3852e+10 6.8376e+10  7.09%  39.4 1255s
 54097  4473 6.8376e+10   63   74 6.3852e+10 6.8376e+10  7.09%  39.4 1260s
 54287  4512 6.8376e+10   58  109 6.3852e+10 6.8376e+10  7.09%  39.5 1265s
 54427  4537 6.8376e+10   58   50 6.3852e+10 6.8376e+10  7.09%  39.5 1270s
 54677  4569 6.8376e+10   61   45 6.3852e+10 6.8376e+10  7.09%  39.4 1275s
 54939  4680 6.8376e+10   41   25 6.3852e+10 6.8376e+10  7.09%  39.4 1280s
 55125  4781 6.8376e+10   96   18 6.3852e+10 6.8376e+10  7.09%  39.4 1285s
 55177  4797 6.5496e+10   59  113 6.3852e+10 6.8376e+10  7.09%  39.4 1290s
 55379  4894 6.8376e+10   91   38 6.3852e+10 6.8376e+10  7.09%  39.4 1295s
