Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Oracle Linux Server 9.4")

CPU model: Intel(R) Xeon(R) CPU E5-2660 v4 @ 2.00GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 28 physical cores, 28 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3597.611263718
SoftMemLimit  16
NumericFocus  1
Threads  1

Academic license 2690100 - for non-commercial use only - registered to ju___@uclm.es
Optimize a model with 21577 rows, 5160 columns and 75312 nonzeros
Model fingerprint: 0x3d340e0e
Variable types: 80 continuous, 5080 integer (5080 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+13]
  Objective range  [1e+09, 2e+09]
  Bounds range     [1e+03, 1e+04]
  RHS range        [1e+00, 2e+14]
Warning: Model contains large matrix coefficient range
Warning: Model contains large objective coefficients
Warning: Model contains large rhs
Found heuristic solution: objective -0.0000000
Presolve removed 6906 rows and 880 columns
Presolve time: 0.44s
Presolved: 14671 rows, 4280 columns, 53679 nonzeros
Variable types: 80 continuous, 4200 integer (4200 binary)

Root relaxation: objective 5.590275e+10, 2774 iterations, 0.30 seconds (0.19 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
   710   461 5.3600e+10   84  470 4.8920e+10 5.3919e+10  10.2%   190  121s
   714   464 5.3600e+10   55  694 4.8920e+10 5.3879e+10  10.1%   189  125s
   718   466 5.3600e+10   86  627 4.8920e+10 5.3821e+10  10.0%   188  131s
   723   470 5.3670e+10   49  596 4.8920e+10 5.3670e+10  9.71%   187  136s
   726   472 5.0090e+10   55  810 4.8920e+10 5.3659e+10  9.69%   186  140s
   728   473 5.3659e+10   27  779 4.8920e+10 5.3659e+10  9.69%   186  146s
   730   474 5.3600e+10   85  855 4.8920e+10 5.3659e+10  9.69%   185  151s
   732   476 5.0090e+10   53  870 4.8920e+10 5.3659e+10  9.69%   185  157s
   733   476 5.3600e+10   37 1044 4.8920e+10 5.3659e+10  9.69%   184  163s
   734   477 5.3600e+10   86  762 4.8920e+10 5.3659e+10  9.69%   184  165s
   740   482 5.3659e+10   31  277 4.8920e+10 5.3659e+10  9.69%   496  176s
   745   486 5.3659e+10   49  598 4.8920e+10 5.3659e+10  9.69%   493  180s
   748   488 5.3600e+10   65  567 4.8920e+10 5.3659e+10  9.69%   491  185s
   753   491 5.0090e+10   15  762 4.8920e+10 5.3659e+10  9.69%   487  191s
   756   493 5.3659e+10   27  535 4.8920e+10 5.3659e+10  9.69%   486  195s
   760   496 5.3600e+10   54  523 4.8920e+10 5.3659e+10  9.69%   483  200s
   764   500 5.3659e+10   42  382 4.8920e+10 5.3659e+10  9.69%   598  205s
   804   527 5.3600e+10   70  226 4.8920e+10 5.3659e+10  9.69%   574  210s
   840   542 5.3600e+10   87  221 4.8920e+10 5.3659e+10  9.69%   553  216s
   955   554 5.3600e+10  148   73 4.8920e+10 5.3659e+10  9.69%   490  220s
  1018   571 4.9536e+10   70  106 4.8920e+10 5.3659e+10  9.69%   464  225s
  1074   594 5.3046e+10   54  210 4.8920e+10 5.3659e+10  9.69%   444  230s
  1108   617 5.3046e+10   73  211 4.8920e+10 5.3659e+10  9.69%   435  235s
  1153   632 5.3659e+10   54  384 4.8920e+10 5.3659e+10  9.69%   420  240s
H 1200   556                    5.009040e+10 5.3659e+10  7.13%   407  244s
  1200   558 5.3600e+10   87  103 5.0090e+10 5.3659e+10  7.13%   407  245s
  1327   566 5.3600e+10  155   62 5.0090e+10 5.3659e+10  7.13%   373  250s
  1372   576 5.3600e+10   79  382 5.0090e+10 5.3659e+10  7.13%   362  255s
  1450   608 5.3600e+10  126  125 5.0090e+10 5.3659e+10  7.13%   347  260s
  1529   613 5.3600e+10   66  411 5.0090e+10 5.3659e+10  7.13%   333  265s
  1568   638 5.3600e+10   94  139 5.0090e+10 5.3659e+10  7.13%   326  270s
  1585   644 5.3600e+10  102  127 5.0090e+10 5.3659e+10  7.13%   323  275s
  1660   665 5.3600e+10  141   91 5.0090e+10 5.3659e+10  7.13%   310  280s
  1765   679 5.3600e+10   84  225 5.0090e+10 5.3659e+10  7.13%   294  285s
  1901   709 infeasible  162      5.0090e+10 5.3659e+10  7.13%   276  290s
  1975   721 5.3600e+10   65  279 5.0090e+10 5.3659e+10  7.13%   267  296s
  1997   735 5.3600e+10   84  232 5.0090e+10 5.3659e+10  7.13%   265  300s
  2134   767 5.3600e+10  170  120 5.0090e+10 5.3659e+10  7.13%   250  305s
  2195   782 5.3502e+10   73  227 5.0090e+10 5.3659e+10  7.13%   244  310s
  2245   830 5.3436e+10  109  147 5.0090e+10 5.3659e+10  7.13%   241  315s
  2320   877 5.3046e+10   53  354 5.0090e+10 5.3659e+10  7.13%   235  320s
  2367   922 5.0706e+10   85   79 5.0090e+10 5.3659e+10  7.13%   232  325s
  2410   961 5.0706e+10  106   76 5.0090e+10 5.3659e+10  7.13%   228  330s
  2530  1007 5.0706e+10  158   15 5.0090e+10 5.3659e+10  7.13%   218  335s
  2593  1031 5.3502e+10   50  362 5.0090e+10 5.3659e+10  7.13%   213  340s
  2655  1090 5.3502e+10  101  170 5.0090e+10 5.3659e+10  7.13%   209  345s
  2745  1156 5.3600e+10   73  212 5.0090e+10 5.3659e+10  7.13%   204  350s
  2787  1184 5.3659e+10   41  418 5.0090e+10 5.3659e+10  7.13%   203  355s
  2817  1204 5.3551e+10   46  363 5.0090e+10 5.3659e+10  7.13%   204  360s
  2860  1241 5.0706e+10   80  118 5.0090e+10 5.3659e+10  7.13%   202  365s
  2887  1262 5.0706e+10   89  104 5.0090e+10 5.3659e+10  7.13%   201  370s
  2958  1322 5.0706e+10  115   89 5.0090e+10 5.3659e+10  7.13%   197  377s
  2985  1343 5.0706e+10  127   92 5.0090e+10 5.3659e+10  7.13%   196  380s
  3044  1378 5.1876e+10   61  146 5.0090e+10 5.3659e+10  7.13%   194  385s
  3082  1405 5.3600e+10   81  224 5.0090e+10 5.3659e+10  7.13%   193  390s
  3142  1455 5.3600e+10  124  144 5.0090e+10 5.3659e+10  7.13%   190  395s
  3306  1583 5.1876e+10   70  142 5.0090e+10 5.3659e+10  7.13%   182  400s
  3366  1643 5.1876e+10  128  114 5.0090e+10 5.3659e+10  7.13%   180  405s
  3428  1692 5.3600e+10   61  258 5.0090e+10 5.3659e+10  7.13%   177  410s
  3462  1724 5.3600e+10   89  151 5.0090e+10 5.3659e+10  7.13%   176  415s
  3515  1767 5.3600e+10  120  203 5.0090e+10 5.3659e+10  7.13%   174  420s
  3650  1855 5.0706e+10   54  126 5.0090e+10 5.3659e+10  7.13%   169  425s
  3720  1921 5.0706e+10  120   87 5.0090e+10 5.3659e+10  7.13%   166  430s
  3818  2003 5.0706e+10   47  196 5.0090e+10 5.3659e+10  7.13%   163  435s
  3870  2053 5.0706e+10   98  102 5.0090e+10 5.3659e+10  7.13%   161  440s
  3933  2098 5.1876e+10   67  120 5.0090e+10 5.3659e+10  7.13%   159  445s
  3979  2134 5.1876e+10   60  217 5.0090e+10 5.3659e+10  7.13%   159  450s
  3999  2150 5.1876e+10   78  162 5.0090e+10 5.3659e+10  7.13%   159  455s
  4079  2225 5.1876e+10  148   45 5.0090e+10 5.3659e+10  7.13%   156  460s
  4126  2261 5.3600e+10   76  207 5.0090e+10 5.3659e+10  7.13%   156  465s
  4360  2467 5.3659e+10   58  471 5.0090e+10 5.3659e+10  7.13%   148  470s
  4416  2521 5.3600e+10  105  141 5.0090e+10 5.3659e+10  7.13%   148  475s
  4790  2715 5.0810e+10  186   75 5.0090e+10 5.3659e+10  7.13%   140  480s
  5101  2925 5.0810e+10  129   98 5.0090e+10 5.3659e+10  7.13%   134  486s
  5364  3143 5.3600e+10   96  201 5.0090e+10 5.3659e+10  7.13%   130  490s
  5561  3307 5.3600e+10  136  136 5.0090e+10 5.3659e+10  7.13%   126  495s
  5853  3552 5.3600e+10   85  181 5.0090e+10 5.3659e+10  7.13%   122  500s
  6186  3837 5.3600e+10   83  251 5.0090e+10 5.3659e+10  7.13%   117  505s
  6538  4144 5.3654e+10   76  281 5.0090e+10 5.3659e+10  7.13%   113  510s
  6888  4369 5.3600e+10  126  114 5.0090e+10 5.3659e+10  7.13%   109  515s
  7192  4591 5.3600e+10  111  100 5.0090e+10 5.3659e+10  7.13%   106  520s
  7514  4842 5.3600e+10  181   65 5.0090e+10 5.3659e+10  7.13%   103  525s
  7647  4945 5.3600e+10  146   94 5.0090e+10 5.3659e+10  7.13%   102  530s
  7936  5194 5.3600e+10  125  122 5.0090e+10 5.3659e+10  7.13%  99.4  535s
  8188  5394 5.3600e+10   79  203 5.0090e+10 5.3659e+10  7.13%  97.4  540s
  8562  5700 5.3659e+10   72  353 5.0090e+10 5.3659e+10  7.13%  94.6  545s
  8786  5895 5.3600e+10   81  157 5.0090e+10 5.3659e+10  7.13%  94.0  550s
  9056  5983 5.3600e+10   81  164 5.0090e+10 5.3659e+10  7.13%  92.6  555s
  9463  6335 5.3600e+10  170  113 5.0090e+10 5.3659e+10  7.13%  89.8  560s
  9753  6562 5.3600e+10  124  112 5.0090e+10 5.3659e+10  7.13%  88.7  565s
 10021  6747 5.3600e+10   93  178 5.0090e+10 5.3659e+10  7.13%  87.2  576s
 10169  6873 infeasible  227      5.0090e+10 5.3659e+10  7.13%  86.3  580s
 10203  6899 5.0706e+10   52  373 5.0090e+10 5.3659e+10  7.13%  86.1  585s
 10205  6900 5.3600e+10  106  221 5.0090e+10 5.3659e+10  7.13%  86.1  590s
 10212  6905 5.3600e+10  130  280 5.0090e+10 5.3648e+10  7.10%  86.0  596s
 10216  6908 5.3600e+10   70  282 5.0090e+10 5.3648e+10  7.10%  86.0  600s
 10218  6909 5.3600e+10   70  274 5.0090e+10 5.3648e+10  7.10%  86.0  605s
 10223  6912 5.3600e+10   85  272 5.0090e+10 5.3648e+10  7.10%  85.9  610s
 10229  6918 5.3600e+10  109  373 5.0090e+10 5.3648e+10  7.10%  91.7  615s
 10231  6919 5.3600e+10   83  378 5.0090e+10 5.3648e+10  7.10%  91.6  621s
 10235  6922 5.3600e+10  162  317 5.0090e+10 5.3648e+10  7.10%  91.6  625s
 10240  6925 5.1876e+10  132  313 5.0090e+10 5.3648e+10  7.10%  91.6  630s
 10245  6929 5.0584e+10  168  422 5.0090e+10 5.3648e+10  7.10%  91.5  636s
 10249  6931 5.0584e+10  158  383 5.0090e+10 5.3648e+10  7.10%  91.5  641s
 10256  6938 5.3600e+10   65  215 5.0090e+10 5.3600e+10  7.01%  98.2  645s
 10305  6969 5.3600e+10   89  220 5.0090e+10 5.3600e+10  7.01%  98.0  650s
 10367  7000 5.3600e+10  122  112 5.0090e+10 5.3600e+10  7.01%  98.3  655s
 10469  7002 5.3600e+10   74   81 5.0090e+10 5.3600e+10  7.01%  97.8  660s
 10523  7029 5.3046e+10  110  124 5.0090e+10 5.3600e+10  7.01%  97.9  666s
 10590  7050 5.3600e+10   97  160 5.0090e+10 5.3600e+10  7.01%  97.6  670s
 10665  7085 5.3046e+10  137  160 5.0090e+10 5.3600e+10  7.01%  97.3  675s
 10750  7108 5.2227e+10  100  170 5.0090e+10 5.3600e+10  7.01%  96.9  680s
 10807  7130 5.3600e+10   91  159 5.0090e+10 5.3600e+10  7.01%  96.9  685s
 10822  7140 5.3600e+10  100  127 5.0090e+10 5.3600e+10  7.01%  96.8  690s
 10843  7154 5.3046e+10  112  201 5.0090e+10 5.3600e+10  7.01%  96.8  698s
 10872  7167 5.3600e+10  128   90 5.0090e+10 5.3600e+10  7.01%  96.6  700s
 10981  7186 5.3600e+10  104  138 5.0090e+10 5.3600e+10  7.01%  96.2  705s
 11043  7221 5.3600e+10  138  227 5.0090e+10 5.3600e+10  7.01%  96.1  710s
 11112  7242 5.1876e+10  178   73 5.0090e+10 5.3600e+10  7.01%  95.8  715s
 11192  7260 5.3600e+10  106  147 5.0090e+10 5.3600e+10  7.01%  95.5  720s
 11236  7276 5.3600e+10  129  139 5.0090e+10 5.3600e+10  7.01%  95.4  725s
 11394  7294 5.3600e+10   88  102 5.0090e+10 5.3600e+10  7.01%  94.6  730s
 11455  7334 5.3600e+10  132  147 5.0090e+10 5.3600e+10  7.01%  94.3  735s
 11570  7360 5.3594e+10  146  127 5.0090e+10 5.3600e+10  7.01%  93.8  740s
 11719  7321 5.3521e+10  141  139 5.0090e+10 5.3600e+10  7.01%  93.7  745s
 11805  7313 5.3500e+10  142   99 5.0090e+10 5.3600e+10  7.01%  93.6  755s
 11899  7292 5.3600e+10   87  289 5.0090e+10 5.3600e+10  7.01%  93.5  760s
 11933  7305 5.3502e+10  104  295 5.0090e+10 5.3600e+10  7.01%  93.6  765s
 11986  7326 5.3600e+10  115  209 5.0090e+10 5.3600e+10  7.01%  93.6  770s
 12081  7379 5.3600e+10  202   94 5.0090e+10 5.3600e+10  7.01%  93.1  775s
 12202  7418 5.3600e+10  126  119 5.0090e+10 5.3600e+10  7.01%  92.4  780s
 12299  7480 5.3600e+10  190  150 5.0090e+10 5.3600e+10  7.01%  92.2  785s
 12440  7511 5.3600e+10  106  168 5.0090e+10 5.3600e+10  7.01%  91.4  790s
 12486  7540 5.1876e+10  139  150 5.0090e+10 5.3600e+10  7.01%  91.2  796s
 12515  7557 5.1876e+10  155   87 5.0090e+10 5.3600e+10  7.01%  91.1  800s
 12622  7569 5.3600e+10  128  190 5.0090e+10 5.3600e+10  7.01%  90.6  805s
 12696  7602 5.3600e+10  118  165 5.0090e+10 5.3600e+10  7.01%  90.4  810s
 12818  7661 5.3600e+10   88  182 5.0090e+10 5.3600e+10  7.01%  90.0  815s
 12871  7692 5.3046e+10  129   79 5.0090e+10 5.3600e+10  7.01%  89.9  820s
 12944  7723 5.3502e+10   91  348 5.0090e+10 5.3600e+10  7.01%  89.7  825s
 12999  7752 5.0706e+10  137  139 5.0090e+10 5.3600e+10  7.01%  89.6  830s
 13102  7774 5.0706e+10   99  143 5.0090e+10 5.3600e+10  7.01%  89.1  835s
 13144  7802 5.0706e+10  131   89 5.0090e+10 5.3600e+10  7.01%  88.9  841s
 13239  7811 5.0706e+10  178   35 5.0090e+10 5.3600e+10  7.01%  88.5  845s
 13320  7821 5.3436e+10   96  198 5.0090e+10 5.3600e+10  7.01%  88.3  850s
 13383  7863 5.1876e+10  145   84 5.0090e+10 5.3600e+10  7.01%  88.2  855s
 13486  7904 5.0706e+10   91  206 5.0090e+10 5.3600e+10  7.01%  87.8  860s
 13559  7951 5.0706e+10  163   80 5.0090e+10 5.3600e+10  7.01%  87.4  868s
 13592  7961 5.3600e+10   78   88 5.0090e+10 5.3600e+10  7.01%  87.3  870s
 13622  7979 5.3600e+10   87  165 5.0090e+10 5.3600e+10  7.01%  87.5  875s
 13650  7998 5.3046e+10   97  198 5.0090e+10 5.3600e+10  7.01%  87.6  880s
 13736  8036 5.3046e+10  151   84 5.0090e+10 5.3600e+10  7.01%  87.3  885s
 13871  8046 5.3600e+10   84  179 5.0090e+10 5.3600e+10  7.01%  86.9  890s
 13939  8090 5.3600e+10  147  123 5.0090e+10 5.3600e+10  7.01%  86.6  895s
 14057  8137 5.3600e+10  109  208 5.0090e+10 5.3600e+10  7.01%  86.2  900s
 14129  8173 5.3600e+10  162   97 5.0090e+10 5.3600e+10  7.01%  86.0  905s
 14219  8193 5.3600e+10  106  231 5.0090e+10 5.3600e+10  7.01%  85.8  910s
 14301  8246 5.3600e+10  181   98 5.0090e+10 5.3600e+10  7.01%  85.6  915s
 14414  8295 5.3551e+10   83  294 5.0090e+10 5.3600e+10  7.01%  85.5  920s
 14484  8333 5.3046e+10  139   60 5.0090e+10 5.3600e+10  7.01%  85.3  925s
 14647  8363 5.3046e+10  215  122 5.0090e+10 5.3600e+10  7.01%  85.0  930s
 14754  8372 5.3046e+10  240   46 5.0090e+10 5.3600e+10  7.01%  84.7  939s
 14771  8365 5.3046e+10  209  127 5.0090e+10 5.3600e+10  7.01%  84.6  940s
 14892  8378 5.3502e+10  220  147 5.0090e+10 5.3600e+10  7.01%  84.4  951s
 14962  8383 5.3046e+10  251   42 5.0090e+10 5.3600e+10  7.01%  84.2  955s
 15104  8396 infeasible  239      5.0090e+10 5.3600e+10  7.01%  83.8  960s
 15283  8337 5.3600e+10   96  205 5.0090e+10 5.3600e+10  7.01%  83.4  965s
 15304  8351 5.1260e+10  242  373 5.0090e+10 5.3600e+10  7.01%  83.4 1063s
 15306  8352 5.3046e+10  238  485 5.0090e+10 5.3600e+10  7.01%  83.4 1068s
 15307  8353 5.3600e+10  115  414 5.0090e+10 5.3600e+10  7.01%  83.4 1070s
 15313  8357 5.1876e+10  143  501 5.0090e+10 5.3600e+10  7.01%  83.4 1076s
 15315  8358 5.3600e+10   79  473 5.0090e+10 5.3600e+10  7.01%  83.4 1080s
 15318  8360 5.0706e+10  155  455 5.0090e+10 5.3600e+10  7.01%  83.4 1087s
 15320  8362 5.3436e+10   93  556 5.0090e+10 5.3600e+10  7.01%  83.4 1091s
 15322  8363 5.3600e+10  195  487 5.0090e+10 5.3600e+10  7.01%  83.4 1095s
 15353  8384 5.3015e+10  102  234 5.0090e+10 5.3600e+10  7.01%  87.1 1100s
 15407  8404 5.3600e+10   89  303 5.0090e+10 5.3600e+10  7.01%  87.0 1105s
 15488  8451 5.1260e+10  147   93 5.0090e+10 5.3600e+10  7.01%  86.8 1110s
 15567  8485 5.1260e+10  186   30 5.0090e+10 5.3600e+10  7.01%  86.5 1117s
 15580  8478 5.3600e+10   79  189 5.0090e+10 5.3600e+10  7.01%  86.5 1120s
 15642  8512 5.3600e+10  123   89 5.0090e+10 5.3600e+10  7.01%  86.4 1125s
 15669  8527 5.3600e+10  142  155 5.0090e+10 5.3600e+10  7.01%  86.4 1130s
 15707  8544 5.3600e+10  164  110 5.0090e+10 5.3600e+10  7.01%  86.3 1135s
 15737  8556 5.3600e+10  181   69 5.0090e+10 5.3600e+10  7.01%  86.2 1141s
 15778  8564 5.3600e+10   92  233 5.0090e+10 5.3600e+10  7.01%  86.3 1145s
 15829  8568 5.3600e+10   86  213 5.0090e+10 5.3600e+10  7.01%  86.5 1150s
 15874  8598 5.3600e+10  114  112 5.0090e+10 5.3600e+10  7.01%  86.5 1155s
 15932  8626 5.3600e+10  150  123 5.0090e+10 5.3600e+10  7.01%  86.6 1160s
 16005  8631 5.3600e+10   81  223 5.0090e+10 5.3600e+10  7.01%  86.5 1169s
 16009  8634 5.3600e+10   84  124 5.0090e+10 5.3600e+10  7.01%  86.5 1170s
 16063  8670 5.3600e+10  126   93 5.0090e+10 5.3600e+10  7.01%  86.4 1175s
 16119  8703 5.3600e+10  157   94 5.0090e+10 5.3600e+10  7.01%  86.3 1180s
 16168  8734 infeasible  175      5.0090e+10 5.3600e+10  7.01%  86.2 1185s
 16226  8761 5.3600e+10  200  139 5.0090e+10 5.3600e+10  7.01%  86.1 1190s
 16326  8758 5.3600e+10   86  341 5.0090e+10 5.3600e+10  7.01%  85.9 1195s
 16369  8786 5.3600e+10  116  179 5.0090e+10 5.3600e+10  7.01%  85.9 1200s
 16428  8817 5.3600e+10   98  251 5.0090e+10 5.3600e+10  7.01%  86.0 1205s
 16482  8849 5.2430e+10  138  112 5.0090e+10 5.3600e+10  7.01%  85.9 1210s
 16618  8878 5.3600e+10   84  296 5.0090e+10 5.3600e+10  7.01%  85.5 1215s
 16662  8907 5.3046e+10  120  131 5.0090e+10 5.3600e+10  7.01%  85.6 1220s
 16720  8943 5.3046e+10  158   70 5.0090e+10 5.3600e+10  7.01%  85.5 1232s
 16771  8969 5.3046e+10  193   67 5.0090e+10 5.3600e+10  7.01%  85.3 1235s
 16805  8974 5.3600e+10   95  155 5.0090e+10 5.3600e+10  7.01%  85.3 1241s
 16838  8994 5.3600e+10  109  131 5.0090e+10 5.3600e+10  7.01%  85.3 1245s
 17069  9060 5.3600e+10   83  241 5.0090e+10 5.3600e+10  7.01%  84.5 1250s
 17104  9081 5.3600e+10  106  114 5.0090e+10 5.3600e+10  7.01%  84.6 1255s
 17174  9115 5.3600e+10   88  162 5.0090e+10 5.3600e+10  7.01%  84.4 1260s
 17234  9151 5.3600e+10  137  102 5.0090e+10 5.3600e+10  7.01%  84.3 1265s
 17378  9233 5.3600e+10  241  173 5.0090e+10 5.3600e+10  7.01%  83.9 1270s
 17491  9258 5.3600e+10  101  178 5.0090e+10 5.3600e+10  7.01%  83.6 1275s
 17537  9289 5.3600e+10  129  164 5.0090e+10 5.3600e+10  7.01%  83.7 1280s
 17584  9301 5.3502e+10  103  204 5.0090e+10 5.3600e+10  7.01%  83.8 1285s
 17680  9357 5.3046e+10  189  104 5.0090e+10 5.3600e+10  7.01%  83.5 1290s
 17705  9362 5.3600e+10   89  260 5.0090e+10 5.3600e+10  7.01%  83.4 1296s
 17733  9380 5.3600e+10  115  165 5.0090e+10 5.3600e+10  7.01%  83.5 1302s
 17838  9450 5.3600e+10  218   85 5.0090e+10 5.3600e+10  7.01%  83.2 1305s
 17964  9508 5.3600e+10  109  233 5.0090e+10 5.3600e+10  7.01%  82.8 1310s
 18112  9582 5.2461e+10  100  393 5.0090e+10 5.3600e+10  7.01%  82.6 1315s
 18285  9665 5.3600e+10  137  158 5.0090e+10 5.3600e+10  7.01%  82.1 1320s
 18505  9766 5.3600e+10   99  239 5.0090e+10 5.3600e+10  7.01%  81.4 1325s
 18675  9850 5.3600e+10  103  109 5.0090e+10 5.3600e+10  7.01%  81.0 1330s
 18853  9928 5.3600e+10  100  168 5.0090e+10 5.3600e+10  7.01%  80.6 1335s
 19006 10008 5.3600e+10   95  295 5.0090e+10 5.3600e+10  7.01%  80.2 1340s
 19105 10055 5.3600e+10   92  135 5.0090e+10 5.3600e+10  7.01%  80.0 1345s
 19145 10082 5.3046e+10  110  245 5.0090e+10 5.3600e+10  7.01%  80.2 1350s
 19284 10122 5.1876e+10  163   60 5.0090e+10 5.3600e+10  7.01%  79.9 1355s
 19421 10122 5.3600e+10  103  181 5.0090e+10 5.3600e+10  7.01%  79.6 1360s
 19523 10169 5.3600e+10   89  216 5.0090e+10 5.3600e+10  7.01%  79.3 1365s
 19593 10213 5.0706e+10  158   72 5.0090e+10 5.3600e+10  7.01%  79.3 1372s
 19629 10226 5.3600e+10   97  235 5.0090e+10 5.3600e+10  7.01%  79.3 1375s
 19789 10311 5.3502e+10   93  294 5.0090e+10 5.3600e+10  7.01%  79.1 1380s
 19839 10342 5.2430e+10  120  166 5.0090e+10 5.3600e+10  7.01%  79.2 1385s
 20037 10435 5.1876e+10   93  294 5.0090e+10 5.3600e+10  7.01%  78.8 1390s
 20125 10477 5.1876e+10  166   78 5.0090e+10 5.3600e+10  7.01%  78.6 1395s
