Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Oracle Linux Server 9.4")

CPU model: Intel(R) Xeon(R) CPU E5-2660 v4 @ 2.00GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 28 physical cores, 28 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3597.965785825
SoftMemLimit  16
NumericFocus  1
Threads  1

Academic license 2690100 - for non-commercial use only - registered to ju___@uclm.es
Optimize a model with 17627 rows, 4086 columns and 67907 nonzeros
Model fingerprint: 0x3e84a93b
Variable types: 68 continuous, 4018 integer (4018 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+13]
  Objective range  [1e+09, 3e+09]
  Bounds range     [1e+03, 1e+04]
  RHS range        [1e+00, 2e+14]
Warning: Model contains large matrix coefficient range
Warning: Model contains large objective coefficients
Warning: Model contains large rhs
Found heuristic solution: objective -0.0000000
Presolve removed 9603 rows and 1657 columns
Presolve time: 0.43s
Presolved: 8024 rows, 2429 columns, 29472 nonzeros
Variable types: 64 continuous, 2365 integer (2362 binary)

Root relaxation: objective 8.871842e+10, 1504 iterations, 0.14 seconds (0.09 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
  4774  3284 8.5148e+10   68   61 7.5760e+10 8.7528e+10  15.5%  50.9  110s
  5096  3494 8.3640e+10   74   78 7.5760e+10 8.7528e+10  15.5%  50.4  115s
  5347  3670 8.7055e+10   73   56 7.5760e+10 8.7528e+10  15.5%  49.8  120s
  5555  3760 infeasible   64      7.5760e+10 8.7528e+10  15.5%  50.4  125s
  5717  3802 8.7528e+10   57  143 7.5760e+10 8.7528e+10  15.5%  51.5  130s
  5900  3863 infeasible   61      7.5760e+10 8.7528e+10  15.5%  52.6  135s
  6092  3886 8.7286e+10   63  152 7.5760e+10 8.7528e+10  15.5%  53.5  140s
  6251  3915 8.7286e+10   62  150 7.5760e+10 8.7528e+10  15.5%  54.0  145s
  6392  3948 8.7286e+10   57  152 7.5760e+10 8.7528e+10  15.5%  54.9  151s
  6467  3943 infeasible   60      7.5760e+10 8.7528e+10  15.5%  55.5  155s
  6668  4002 infeasible   65      7.5760e+10 8.7528e+10  15.5%  55.9  160s
  6828  4039 8.5148e+10   63   65 7.5760e+10 8.7528e+10  15.5%  56.6  165s
  6890  4053 8.7528e+10   60  100 7.5760e+10 8.7528e+10  15.5%  56.6  170s
  7057  4117 8.7286e+10   55  154 7.5760e+10 8.7528e+10  15.5%  56.8  175s
  7222  4164 infeasible   63      7.5760e+10 8.7528e+10  15.5%  57.1  180s
  7389  4203 infeasible   55      7.5760e+10 8.7528e+10  15.5%  57.9  185s
  7626  4260 8.5303e+10   60   98 7.5760e+10 8.7528e+10  15.5%  58.0  190s
  7869  4317 infeasible   65      7.5760e+10 8.7528e+10  15.5%  58.1  195s
  8149  4404 infeasible   57      7.5760e+10 8.7528e+10  15.5%  57.7  200s
  8378  4455 8.7286e+10   64  144 7.5760e+10 8.7528e+10  15.5%  58.1  205s
  8616  4507 infeasible   58      7.5760e+10 8.7528e+10  15.5%  58.4  210s
  8789  4555 8.7528e+10   54   98 7.5760e+10 8.7528e+10  15.5%  58.9  215s
  8876  4579 8.7286e+10   66  112 7.5760e+10 8.7528e+10  15.5%  59.0  220s
  9016  4591 infeasible   61      7.5760e+10 8.7528e+10  15.5%  59.5  225s
  9223  4630 8.7528e+10   55   90 7.5760e+10 8.7528e+10  15.5%  59.8  230s
  9413  4650 infeasible   57      7.5760e+10 8.7528e+10  15.5%  60.1  235s
  9612  4703 infeasible   65      7.5760e+10 8.7528e+10  15.5%  60.4  240s
  9820  4781 8.7528e+10   61  133 7.5760e+10 8.7528e+10  15.5%  60.6  245s
  9864  4807 8.5303e+10   53  127 7.5760e+10 8.7528e+10  15.5%  60.5  250s
 10113  4994 8.5303e+10   41  122 7.5760e+10 8.7528e+10  15.5%  60.0  255s
 10203  5063 8.5303e+10   30  181 7.5760e+10 8.7528e+10  15.5%  60.0  260s
H10235  4828                    7.647768e+10 8.7528e+10  14.4%  61.2  264s
 10260  4847 8.7055e+10   48  159 7.6478e+10 8.7528e+10  14.4%  61.3  265s
 10383  4879 8.7055e+10   45  199 7.6478e+10 8.7528e+10  14.4%  61.4  270s
 10503  4927 8.7055e+10   55  233 7.6478e+10 8.7528e+10  14.4%  61.6  275s
 10709  5030 8.7055e+10   64  154 7.6478e+10 8.7528e+10  14.4%  61.3  280s
 10917  5120 8.7055e+10   78  109 7.6478e+10 8.7528e+10  14.4%  61.0  285s
 11111  5218 infeasible   77      7.6478e+10 8.7528e+10  14.4%  60.9  290s
 11332  5339 8.5865e+10   96   69 7.6478e+10 8.7528e+10  14.4%  60.6  295s
 11495  5418 8.5865e+10   87  146 7.6478e+10 8.7528e+10  14.4%  60.6  300s
 11615  5466 8.5865e+10   77  107 7.6478e+10 8.7528e+10  14.4%  60.7  305s
 11805  5536 8.5865e+10   68  176 7.6478e+10 8.7528e+10  14.4%  60.7  313s
 11855  5569 8.5865e+10   85  148 7.6478e+10 8.7528e+10  14.4%  60.6  315s
 12119  5689 8.5865e+10   77   99 7.6478e+10 8.7528e+10  14.4%  60.2  320s
 12352  5799 infeasible   91      7.6478e+10 8.7528e+10  14.4%  59.9  325s
 12702  5955 infeasible  114      7.6478e+10 8.7528e+10  14.4%  59.3  330s
 13131  6176 8.4113e+10   47   98 7.6478e+10 8.7528e+10  14.4%  58.4  335s
 13349  6284 8.5865e+10   44  184 7.6478e+10 8.7528e+10  14.4%  58.4  340s
 13673  6445 8.5865e+10   73  160 7.6478e+10 8.7528e+10  14.4%  57.8  345s
*13772  6249             131    7.665420e+10 8.7528e+10  14.2%  57.6  346s
 14082  6405 8.5865e+10  120   98 7.6654e+10 8.7528e+10  14.2%  56.9  350s
 14469  6581 8.5865e+10   93   87 7.6654e+10 8.7528e+10  14.2%  56.4  355s
 14788  6728 8.5865e+10   84  120 7.6654e+10 8.7528e+10  14.2%  56.1  360s
 15090  6887 8.6934e+10   46  194 7.6654e+10 8.7528e+10  14.2%  55.7  365s
 15304  6980 8.5865e+10  105  181 7.6654e+10 8.7528e+10  14.2%  55.2  416s
 15312  6985 8.5865e+10   66  234 7.6654e+10 8.7055e+10  13.6%  55.2  420s
 15316  6988 8.5865e+10   79   66 7.6654e+10 8.7055e+10  13.6%  55.2  426s
 15319  6990 8.5865e+10   75   28 7.6654e+10 8.7055e+10  13.6%  55.2  432s
 15321  6991 8.7055e+10   60   22 7.6654e+10 8.7055e+10  13.6%  55.2  437s
 15323  6993 8.5865e+10   89   24 7.6654e+10 8.7055e+10  13.6%  55.2  442s
 15325  6994 8.5148e+10   80  313 7.6654e+10 8.7055e+10  13.6%  55.1  446s
 15327  6995 8.5865e+10   58   68 7.6654e+10 8.7055e+10  13.6%  55.1  451s
 15354  7015 8.7055e+10   55   58 7.6654e+10 8.7055e+10  13.6%  56.9  455s
 15430  7065 8.7055e+10  118   78 7.6654e+10 8.7055e+10  13.6%  56.8  460s
 15517  7111 8.7055e+10   82   81 7.6654e+10 8.7055e+10  13.6%  56.7  465s
 15599  7158 8.7055e+10  127   41 7.6654e+10 8.7055e+10  13.6%  56.7  470s
 15707  7214 8.7055e+10  100   92 7.6654e+10 8.7055e+10  13.6%  56.7  475s
 15753  7244 8.7055e+10  128   59 7.6654e+10 8.7055e+10  13.6%  56.8  480s
 15848  7257 8.7055e+10   82   54 7.6654e+10 8.7055e+10  13.6%  56.8  485s
 15980  7321 8.7055e+10   92   39 7.6654e+10 8.7055e+10  13.6%  56.9  490s
H15982  6967                    8.006928e+10 8.7055e+10  8.72%  56.8  490s
 16075  7019 8.7055e+10  111   50 8.0069e+10 8.7055e+10  8.72%  57.0  495s
 16198  7074 8.7055e+10  114   81 8.0069e+10 8.7055e+10  8.72%  57.0  500s
 16302  7109     cutoff  108      8.0069e+10 8.7055e+10  8.72%  57.0  505s
 16411  7160 8.7055e+10  108   41 8.0069e+10 8.7055e+10  8.72%  57.0  510s
 16601  7245 infeasible  123      8.0069e+10 8.7055e+10  8.72%  56.7  515s
 16742  7297 8.7055e+10   72  114 8.0069e+10 8.7055e+10  8.72%  56.7  520s
 16796  7323 8.7055e+10   74   34 8.0069e+10 8.7055e+10  8.72%  56.6  525s
 16932  7385 8.7055e+10  105   38 8.0069e+10 8.7055e+10  8.72%  56.8  530s
 17078  7396 8.3484e+10  114   13 8.0069e+10 8.7055e+10  8.72%  56.7  535s
 17258  7406 8.7055e+10  110  100 8.0069e+10 8.7055e+10  8.72%  56.7  540s
 17381  7450 8.7055e+10   89   60 8.0069e+10 8.7055e+10  8.72%  56.6  545s
 17519  7490 infeasible  112      8.0069e+10 8.7055e+10  8.72%  56.4  550s
 17703  7534 8.7055e+10   75   88 8.0069e+10 8.7055e+10  8.72%  56.4  556s
 17855  7586 8.7055e+10   94   34 8.0069e+10 8.7055e+10  8.72%  56.4  560s
 18065  7604 8.7055e+10  103  108 8.0069e+10 8.7055e+10  8.72%  56.1  565s
 18138  7622 8.7055e+10  118   52 8.0069e+10 8.7055e+10  8.72%  56.2  570s
 18255  7668 8.7055e+10   83  117 8.0069e+10 8.7055e+10  8.72%  56.2  575s
 18426  7736 infeasible   96      8.0069e+10 8.7055e+10  8.72%  56.2  580s
 18586  7809 8.7055e+10   94   60 8.0069e+10 8.7055e+10  8.72%  56.1  585s
 18692  7815 8.7055e+10  111   25 8.0069e+10 8.7055e+10  8.72%  56.0  590s
 18858  7783 8.7055e+10   84  132 8.0069e+10 8.7055e+10  8.72%  56.1  595s
 19057  7871 8.7055e+10   89   81 8.0069e+10 8.7055e+10  8.72%  56.1  600s
 19295  7938 8.7055e+10  108   49 8.0069e+10 8.7055e+10  8.72%  56.0  605s
 19529  7954 8.7055e+10  105   70 8.0069e+10 8.7055e+10  8.72%  56.0  610s
 19608  7972 8.7055e+10   76   27 8.0069e+10 8.7055e+10  8.72%  56.0  615s
 19817  8049 8.7055e+10   70  122 8.0069e+10 8.7055e+10  8.72%  55.8  620s
 20003  8136 8.7055e+10  104   60 8.0069e+10 8.7055e+10  8.72%  55.7  625s
 20263  8150 8.7055e+10  110   35 8.0069e+10 8.7055e+10  8.72%  55.8  630s
 20404  8170 8.7055e+10  112   28 8.0069e+10 8.7055e+10  8.72%  55.8  635s
 20656  8132 8.7055e+10  108   29 8.0069e+10 8.7055e+10  8.72%  55.7  640s
 20965  8098 8.7055e+10  105   62 8.0069e+10 8.7055e+10  8.72%  55.8  645s
 21174  8143 8.7055e+10  106   80 8.0069e+10 8.7055e+10  8.72%  55.7  650s
 21327  8191 8.7055e+10  112   29 8.0069e+10 8.7055e+10  8.72%  55.5  656s
 21428  8200 8.7055e+10   65   36 8.0069e+10 8.7055e+10  8.72%  55.6  660s
 21569  8265 8.7055e+10   84   67 8.0069e+10 8.7055e+10  8.72%  55.6  665s
 21736  8327 8.7055e+10   69  132 8.0069e+10 8.7055e+10  8.72%  55.6  670s
 21940  8421 8.7055e+10   90   89 8.0069e+10 8.7055e+10  8.72%  55.5  675s
 22140  8457 8.7055e+10  110   26 8.0069e+10 8.7055e+10  8.72%  55.6  680s
 22380  8507 8.7055e+10  119   38 8.0069e+10 8.7055e+10  8.72%  55.5  685s
 22589  8541 8.7055e+10   94   47 8.0069e+10 8.7055e+10  8.72%  55.6  690s
 22660  8560 8.7055e+10   96   50 8.0069e+10 8.7055e+10  8.72%  55.6  695s
 22885  8595 8.7055e+10   95   33 8.0069e+10 8.7055e+10  8.72%  55.6  700s
 23119  8592 8.7055e+10   99   55 8.0069e+10 8.7055e+10  8.72%  55.7  705s
 23347  8526 infeasible  107      8.0069e+10 8.7055e+10  8.72%  55.8  710s
 23576  8575 8.7055e+10  103   81 8.0069e+10 8.7055e+10  8.72%  55.8  715s
 23692  8622 8.7055e+10   67   24 8.0069e+10 8.7055e+10  8.72%  55.7  720s
 23905  8712 8.7055e+10  119   45 8.0069e+10 8.7055e+10  8.72%  55.6  725s
 24181  8818 8.7055e+10   72   60 8.0069e+10 8.7055e+10  8.72%  55.4  730s
 24365  8881 8.7055e+10  102   57 8.0069e+10 8.7055e+10  8.72%  55.4  735s
 24604  8828 8.7055e+10  103   30 8.0069e+10 8.7055e+10  8.72%  55.6  740s
 24733  8836 8.7055e+10   85   79 8.0069e+10 8.7055e+10  8.72%  55.7  747s
 24872  8883 8.7055e+10   76   27 8.0069e+10 8.7055e+10  8.72%  55.5  750s
 25060  8948 infeasible  105      8.0069e+10 8.7055e+10  8.72%  55.6  755s
 25273  9020 8.7055e+10   92   67 8.0069e+10 8.7055e+10  8.72%  55.7  760s
 25483  9066 infeasible  111      8.0069e+10 8.7055e+10  8.72%  55.7  765s
 25567  9114 8.7055e+10  129   60 8.0069e+10 8.7055e+10  8.72%  55.7  772s
 25673  9153 8.7055e+10   91   44 8.0069e+10 8.7055e+10  8.72%  55.7  775s
 25892  9079 8.7055e+10  108   25 8.0069e+10 8.7055e+10  8.72%  55.8  780s
 26158  9098 infeasible   96      8.0069e+10 8.7055e+10  8.72%  55.9  785s
 26394  9076 infeasible  116      8.0069e+10 8.7055e+10  8.72%  55.8  790s
 26635  9022 8.7055e+10  112   50 8.0069e+10 8.7055e+10  8.72%  55.9  795s
 26835  8994 8.7055e+10  104   24 8.0069e+10 8.7055e+10  8.72%  55.8  800s
 27080  8916 8.7055e+10  104   13 8.0069e+10 8.7055e+10  8.72%  55.9  805s
 27299  8888 8.7055e+10   92   25 8.0069e+10 8.7055e+10  8.72%  56.1  810s
 27466  8898 8.7055e+10   91   20 8.0069e+10 8.7055e+10  8.72%  56.1  815s
 27533  8887 8.7055e+10   83   73 8.0069e+10 8.7055e+10  8.72%  56.2  823s
 27617  8911 8.7055e+10   97   26 8.0069e+10 8.7055e+10  8.72%  56.1  825s
 27839  8881 8.7055e+10  102   56 8.0069e+10 8.7055e+10  8.72%  56.1  830s
 28080  8797 8.7055e+10   97   42 8.0069e+10 8.7055e+10  8.72%  56.0  835s
 28297  8768 infeasible  100      8.0069e+10 8.7055e+10  8.72%  56.0  840s
 28395  8747 infeasible   95      8.0069e+10 8.7055e+10  8.72%  56.0  845s
 28578  8748 infeasible   95      8.0069e+10 8.7055e+10  8.72%  56.1  850s
 28793  8736 infeasible   98      8.0069e+10 8.7055e+10  8.72%  56.3  855s
 28870  8755 8.7055e+10   93   78 8.0069e+10 8.7055e+10  8.72%  56.3  860s
 29091  8852 8.7055e+10   99   50 8.0069e+10 8.7055e+10  8.72%  56.3  865s
 29307  8917 8.7055e+10   84  115 8.0069e+10 8.7055e+10  8.72%  56.2  870s
 29498  8987 8.7055e+10  117   72 8.0069e+10 8.7055e+10  8.72%  56.2  875s
 29705  8971 8.7055e+10   94   32 8.0069e+10 8.7055e+10  8.72%  56.3  880s
 29978  9037 infeasible  115      8.0069e+10 8.7055e+10  8.72%  56.2  885s
 30296  8960 infeasible  104      8.0069e+10 8.7055e+10  8.72%  56.3  890s
 30568  8891 infeasible  126      8.0069e+10 8.7055e+10  8.72%  56.5  895s
 30682  8877 infeasible  127      8.0069e+10 8.7055e+10  8.72%  56.5  900s
 31047  8846 8.7055e+10  113   30 8.0069e+10 8.7055e+10  8.72%  56.6  905s
 31317  8792 infeasible  119      8.0069e+10 8.7055e+10  8.72%  56.8  910s
 31413  8772 infeasible  119      8.0069e+10 8.7055e+10  8.72%  56.8  915s
 31716  8698 infeasible  121      8.0069e+10 8.7055e+10  8.72%  57.0  920s
 31946  8602 8.7055e+10  118   25 8.0069e+10 8.7055e+10  8.72%  57.1  925s
 32198  8496 infeasible  121      8.0069e+10 8.7055e+10  8.72%  57.3  930s
 32431  8417 8.7055e+10  108   27 8.0069e+10 8.7055e+10  8.72%  57.6  935s
 32715  8350 infeasible  118      8.0069e+10 8.7055e+10  8.72%  57.7  940s
 32965  8279 8.7055e+10  113   21 8.0069e+10 8.7055e+10  8.72%  57.9  945s
 33176  8190 8.7055e+10  125   23 8.0069e+10 8.7055e+10  8.72%  58.1  950s
 33395  8122 8.7055e+10  110   18 8.0069e+10 8.7055e+10  8.72%  58.2  958s
 33431  8118 8.7055e+10  112   23 8.0069e+10 8.7055e+10  8.72%  58.2  962s
 33518  8090 8.7055e+10  117   19 8.0069e+10 8.7055e+10  8.72%  58.3  965s
 33795  8042 infeasible  116      8.0069e+10 8.7055e+10  8.72%  58.4  970s
 34039  7977 8.7055e+10  112   28 8.0069e+10 8.7055e+10  8.72%  58.5  975s
 34302  7884 infeasible  115      8.0069e+10 8.7055e+10  8.72%  58.7  980s
 34554  7814 8.7055e+10  115   18 8.0069e+10 8.7055e+10  8.72%  58.9  985s
 34789  7777 8.7055e+10  109   23 8.0069e+10 8.7055e+10  8.72%  59.0  990s
 34975  7711 8.7055e+10  108   20 8.0069e+10 8.7055e+10  8.72%  59.1  995s
 35229  7630 8.7055e+10  105   20 8.0069e+10 8.7055e+10  8.72%  59.3 1000s
 35485  7641 infeasible  116      8.0069e+10 8.7055e+10  8.72%  59.4 1005s
 35707  7633 infeasible  122      8.0069e+10 8.7055e+10  8.72%  59.5 1012s
 35843  7645 8.7055e+10  109   17 8.0069e+10 8.7055e+10  8.72%  59.6 1015s
 36076  7620 8.7055e+10  118   21 8.0069e+10 8.7055e+10  8.72%  59.7 1020s
 36293  7593 8.7055e+10  116   29 8.0069e+10 8.7055e+10  8.72%  59.9 1025s
 36350  7590 infeasible  120      8.0069e+10 8.7055e+10  8.72%  59.9 1030s
 36561  7607 8.7055e+10  113   23 8.0069e+10 8.7055e+10  8.72%  60.0 1035s
 36826  7620 infeasible  127      8.0069e+10 8.7055e+10  8.72%  60.1 1040s
 37044  7622 infeasible  122      8.0069e+10 8.7055e+10  8.72%  60.2 1045s
 37311  7597 8.7055e+10  120   31 8.0069e+10 8.7055e+10  8.72%  60.3 1050s
 37538  7584 infeasible  129      8.0069e+10 8.7055e+10  8.72%  60.4 1055s
 37793  7563 infeasible  122      8.0069e+10 8.7055e+10  8.72%  60.6 1060s
 38046  7566 infeasible  124      8.0069e+10 8.7055e+10  8.72%  60.7 1065s
 38306  7576 infeasible  123      8.0069e+10 8.7055e+10  8.72%  60.8 1070s
 38555  7558 infeasible  120      8.0069e+10 8.7055e+10  8.72%  60.9 1075s
 38781  7544 8.7055e+10  115   21 8.0069e+10 8.7055e+10  8.72%  61.0 1080s
 39028  7533 8.7055e+10  113   28 8.0069e+10 8.7055e+10  8.72%  61.1 1085s
 39193  7516 8.7055e+10  108   17 8.0069e+10 8.7055e+10  8.72%  61.2 1092s
 39289  7518 infeasible  115      8.0069e+10 8.7055e+10  8.72%  61.3 1095s
 39547  7526 infeasible  117      8.0069e+10 8.7055e+10  8.72%  61.4 1100s
 39774  7557 8.7055e+10  105   50 8.0069e+10 8.7055e+10  8.72%  61.5 1105s
 40090  7601 infeasible  122      8.0069e+10 8.7055e+10  8.72%  61.5 1110s
 40319  7594 infeasible  112      8.0069e+10 8.7055e+10  8.72%  61.5 1115s
 40581  7578 8.7055e+10  109   24 8.0069e+10 8.7055e+10  8.72%  61.7 1120s
 40831  7572 8.7055e+10  122   14 8.0069e+10 8.7055e+10  8.72%  61.7 1125s
 40960  7557 infeasible  123      8.0069e+10 8.7055e+10  8.72%  61.7 1130s
 41239  7558 8.7055e+10  112   15 8.0069e+10 8.7055e+10  8.72%  61.8 1135s
 41447  7524 infeasible  121      8.0069e+10 8.7055e+10  8.72%  61.9 1140s
 41712  7501 infeasible  115      8.0069e+10 8.7055e+10  8.72%  62.0 1145s
 41956  7512 8.7055e+10  110   34 8.0069e+10 8.7055e+10  8.72%  62.1 1150s
 42218  7474 8.7055e+10  106   22 8.0069e+10 8.7055e+10  8.72%  62.1 1155s
 42291  7487 8.7055e+10  116   21 8.0069e+10 8.7055e+10  8.72%  62.2 1160s
 42492  7466 infeasible  118      8.0069e+10 8.7055e+10  8.72%  62.3 1165s
 42725  7511 infeasible  117      8.0069e+10 8.7055e+10  8.72%  62.3 1170s
 43013  7585 8.7055e+10  111   27 8.0069e+10 8.7055e+10  8.72%  62.4 1175s
 43283  7583 infeasible  112      8.0069e+10 8.7055e+10  8.72%  62.5 1180s
 43500  7564 infeasible  115      8.0069e+10 8.7055e+10  8.72%  62.7 1185s
 43751  7589 8.7055e+10  127   17 8.0069e+10 8.7055e+10  8.72%  62.7 1190s
 43984  7572 infeasible  112      8.0069e+10 8.7055e+10  8.72%  62.9 1195s
 44253  7683 8.7055e+10  116   19 8.0069e+10 8.7055e+10  8.72%  62.9 1200s
 44525  7691 8.7055e+10  118   29 8.0069e+10 8.7055e+10  8.72%  63.0 1205s
 44779  7703 infeasible  138      8.0069e+10 8.7055e+10  8.72%  63.0 1210s
 45037  7693 infeasible  132      8.0069e+10 8.7055e+10  8.72%  63.1 1215s
 45086  7704 8.7055e+10  119   18 8.0069e+10 8.7055e+10  8.72%  63.1 1220s
 45306  7714 infeasible  124      8.0069e+10 8.7055e+10  8.72%  63.2 1225s
 45541  7729 infeasible  120      8.0069e+10 8.7055e+10  8.72%  63.2 1230s
 45800  7738 8.7055e+10  121   24 8.0069e+10 8.7055e+10  8.72%  63.3 1235s
 45966  7746 8.7055e+10  127   26 8.0069e+10 8.7055e+10  8.72%  63.4 1241s
 46170  7730 infeasible  124      8.0069e+10 8.7055e+10  8.72%  63.5 1245s
 46270  7744 infeasible  123      8.0069e+10 8.7055e+10  8.72%  63.5 1250s
 46489  7751 infeasible  120      8.0069e+10 8.7055e+10  8.72%  63.6 1255s
 46735  7753 8.7055e+10  135   16 8.0069e+10 8.7055e+10  8.72%  63.7 1260s
 46992  7768 8.7055e+10  125   20 8.0069e+10 8.7055e+10  8.72%  63.9 1265s
 47229  7753 infeasible  125      8.0069e+10 8.7055e+10  8.72%  64.0 1270s
 47507  7799 8.7055e+10  124   19 8.0069e+10 8.7055e+10  8.72%  64.0 1275s
 47758  7798 infeasible  128      8.0069e+10 8.7055e+10  8.72%  64.1 1280s
 47994  7796 infeasible  137      8.0069e+10 8.7055e+10  8.72%  64.2 1285s
 48010  7788 infeasible  124      8.0069e+10 8.7055e+10  8.72%  64.2 1290s
 48258  7806 infeasible  132      8.0069e+10 8.7055e+10  8.72%  64.2 1295s
 48450  7804 8.7055e+10  130   27 8.0069e+10 8.7055e+10  8.72%  64.3 1300s
 48669  7783 infeasible  128      8.0069e+10 8.7055e+10  8.72%  64.4 1305s
 48932  7782 infeasible  136      8.0069e+10 8.7055e+10  8.72%  64.4 1310s
 49156  7748 8.7055e+10  120   40 8.0069e+10 8.7055e+10  8.72%  64.6 1315s
 49376  7722 infeasible  129      8.0069e+10 8.7055e+10  8.72%  64.7 1320s
